Device ID,Location,City,State,Zip Code,Display Name,Machine ID,Tags,Mobile (#),Mobile (%),Mobile,Cash,Card,Total,Fee,Discounts,Loyalty,Promotions (!),Net
20009240,"
1865 South Semoran Blvd
Orlando
FL
32817
",Orlando,FL,32817,Herzing - Beverage Machine 2nd FL,2071,promo,1,12.82,$2.50,$17.00,$0.00,$19.50,$0.14,$0.00,$0.00,$0.00,$2.36
20009241,"
2499 Mercy Drive
Orlando
FL
32808
",Orlando,FL,32808,Hajoca - Beverage Machine,2406,promo,1,14.29,$1.50,$9.00,$0.00,$10.50,$0.08,$0.00,$0.00,$0.00,$1.42
20009242,"
11486 Corporate Blvd
Orlando
FL
32817
",Orlando,FL,32817,Bank of NY Rouse - Beverage Machine 3rd FL,2239,promo,15,35.16,$11.25,$20.75,$0.00,$32.00,$0.60,$0.00,$0.00,$0.00,$10.65
20009243,"
440 Fentress Blvd
Daytona Beach
FL
32114
",Daytona Beach,FL,32114,Product Quess - Beverage Machine Fentress,2107,promo,9,47.37,$13.50,$15.00,$0.00,$28.50,$0.72,$0.00,$0.00,$0.00,$12.78
20009244,"
451 Monrow Rd
Sanford
FL
32771
",Sanford,FL,32771,Fedex Sanford - Snack Machine,2387,promo,15,23.1,$14.30,$47.60,$0.00,$61.90,$0.73,$0.00,$0.00,$1.00,$13.57
20009245,"
2500 Maitland Center Pkwy
Maitland
FL
32751
",Maitland,FL,32751,Colonial Management Group - Beverage Machine,2345,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009246,"
4110 West Colonial Dr
Orlando
FL
32808
",Orlando,FL,32808,Hyundai - Soda Machine,2072,promo,25,17.34,$20.25,$96.50,$0.00,$116.75,$1.09,$0.75,$0.00,$0.00,$18.41
20009247,"
2825 South US Highway 17-92
Casselberry
FL
32707
",Casselberry,FL,32707,Aviation Institute - GlassFront Machine,2070,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009248,"
1927-2031 RineHard Rd
Sanford
FL
",Sanford,FL,,Mister Car Wash #2 - Snack Machine,2111,promo,10,5.63,$9.25,$155.00,$0.00,$164.25,$0.57,$1.00,$0.00,$0.00,$7.68
20009249,"
5728 Major Blvd
Orlando
FL
32819
",Orlando,FL,32819,Major Center 2 - Snack Machine,2175,promo,17,42.33,$18.50,$25.20,$0.00,$43.70,$1.00,$0.00,$0.00,$0.00,$17.50
20009250,"
650 Douglas Ave
Altamonte Springs
FL
32714
",Altamonte Springs,FL,32714,Jeunesse Global - Beverage Machine,2130,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009251,"
2825 South US Highway 17-92
Casselberry
FL
32708
",Casselberry,FL,32708,Aviation Institute - 4W Snack Machine,2025,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009252,"
3720 Lake Emma Rd
Lake Mary
FL
",Lake Mary,FL,,Mister Car Wash #1 - Snack Machine,2265,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009253,"
Warehouse
Longwood
FL
32808
",Longwood,FL,32808,Removed From Tech Packaging Beverage Machine,2337,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009254,"
Warehouse
Longwood
FL
32808
",Longwood,FL,32808,Removed From Tech Packaging Snack Machine,2033,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009255,"
2825 South US Highway 17-92
Casselberry
FL
32707
",Casselberry,FL,32707,Aviation Institute - 5W Snack Machine,2079,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009256,"
3024 Shader Rd
Orlando
FL
32808
",Orlando,FL,32808,Industrial Smoke & Mirrors - Snack Machine,2001,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009257,"
Warehouse
Longwood
FL
32808
",Longwood,FL,32808,Removed From Tech Packaging Cold Food Machine,2497,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009258,"
240 East Central Pkwy
Altamonte Springs
FL
32701
",Altamonte Springs,FL,32701,Center Pointe 2 - Beverage Machine,2243,promo,12,20.83,$12.50,$47.50,$0.00,$60.00,$0.63,$0.00,$0.00,$0.00,$11.87
20009259,"
5728 Major Blvd
Orlando
FL
32819
",Orlando,FL,32819,Major Center 1 - Beverage Machine,2069,promo,2,100,$3.00,$0.00,$0.00,$3.00,$0.16,$0.00,$0.00,$0.00,$2.84
20009260,"
5728 Major Blvd
Orlando
FL
32819
",Orlando,FL,32819,Major Center 2 - Beverage Machine,2067,promo,7,9.13,$7.25,$72.15,$0.00,$79.40,$0.46,$1.25,$0.00,$0.00,$5.54
20009261,"
301 Gills Ave
Orlando
FL
32819
",Orlando,FL,32819,Kelly Nissan - Beverage Machine,2257,promo,29,32.84,$27.50,$56.25,$0.00,$83.75,$1.47,$0.00,$0.00,$0.00,$26.03
20009262,"
7675 Municipal Dr
Orlando
FL
32819
",Orlando,FL,32819,L3 Coleman - Beverage Machine Breakroom,2261,promo,1,6.67,$0.75,$10.50,$0.00,$11.25,$0.04,$0.00,$0.00,$0.00,$0.71
20009263,"
451 Monrow Rd
Sanford
FL
32771
",Sanford,FL,32771,Fedex Sanford - Beverage Machine,2451,promo,13,19.92,$23.50,$94.50,$0.00,$118.00,$1.28,$0.00,$0.00,$0.00,$22.22
20009264,"
3707 West Colonial Drive
Orlando
FL
32808
",Orlando,FL,32808,GoCo - Snack,2156,promo,13,60.36,$13.55,$8.90,$0.00,$22.45,$0.75,$0.00,$0.00,$0.00,$12.80
20009265,"
6545 Corporate Centre Blvd
Orlando
FL
32822
",Orlando,FL,32822,Old Republic National Title - Snack Machine,2116,promo,3,3.93,$3.50,$60.50,$25.00,$89.00,$0.19,$0.00,$0.00,$0.00,$3.31
20009266,"
12612 Challenger Pkwy Suite 365
Orlando
FL
32826
",Orlando,FL,32826,Loyal Source - Beverage Machine,2150,promo,1,4.41,$1.50,$8.50,$24.00,$34.00,$0.08,$0.00,$0.00,$0.00,$1.42
20009267,"
Warehouse
Longwood
FL
32835
",Longwood,FL,32835,Removed From TeleSpeak Cold Food Machine,2185,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009268,"
Warehouse
Longwood
FL
32826
",Longwood,FL,32826,Removed From Northrop Grumman Snack Machine,2018,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009269,"
Warehouse
Longwood
FL
32826
",Longwood,FL,32826,Removed From Northrop Grumman Beverage Machine,2177,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009270,"
9080 Boggy Creek Rd
Orlando
FL
32824
",Orlando,FL,32824,MWI - Snack Machine,2361,promo,38,43.6,$39.00,$50.45,$0.00,$89.45,$2.06,$0.00,$0.00,$0.00,$36.94
20009271,"
921 Douglas Ave
Altamonte Springs
FL
",Altamonte Springs,FL,,The Mortgage Firm - Beverage Machine,N/A,promo,12,23.56,$10.20,$33.10,$0.00,$43.30,$0.60,$0.00,$0.00,$0.00,$9.60
20009272,"
8394 Bear Road
Orlando
FL
32827
",Orlando,FL,32827,Returned From ASIG Beverage Machine,2343,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009273,"
6375 South Semoran Blvd
Orlando
FL
32822
",Orlando,FL,32822,Returned From ADT Snack Machine,2298,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009274,"
2600 Maitland Center Pkwy
Maitland
FL
32746
",Maitland,FL,32746,iHeart Media -  Beverage Machine 3rd FL,3055,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20009275,"
9200 Lake Nona Club Dr
Orlando
FL
32827
",Orlando,FL,32827,Lake Nona Golf Course - Beverage Machine,2277,promo,22,42.7,$29.25,$39.25,$0.00,$68.50,$1.62,$0.00,$0.00,$0.00,$27.63
20009276,"
1865 South Semoran Blvd
Winter Park
FL
32792
",Winter Park,FL,32792,Herzing - Snack Machine 2nd FL,2493,promo,1,100,$1.25,$0.00,$0.00,$1.25,$0.07,$0.00,$0.00,$0.00,$1.18
